变化服务数,实际变化服务数,重查,连续查询,PQ队列长度,一层后继数累加,变化中排名第一,排名第二,排名第三
50,0,0.9137068125000001,0.03400907499999999,0,0,serv553490148(null;null),serv752159740(null;null),serv287845093(null;null)
116,2,0.9365112999999997,0.10331019999999999,2,3,serv1990676375(107;3),serv380420681(null;null),serv1605008836(null;null)
139,5,1.016541275,0.17264341249999995,4,38,serv947554374(10;13),serv813605464(12;13),serv185438317(71;5)
328,6,1.0847731250000001,1.3274393624999998,37,20,serv1430302955(24;10),serv2122986741(66;5),serv187076861(127;3)
620,5,1.0758565625000003,0.4513767999999999,4,30,serv130956833(13;13),serv1782379676(67;5),serv1848534859(90;4)
246,3,0.9828635749999997,0.18892627499999998,2,17,serv183799811(21;11),serv1989037869(56;6),serv1567732920(null;null)
783,14,1.1334988124999996,1.6495901250000002,69,62,serv1228560356(11;13),serv1916328586(43;7),serv1987399325(49;6)
456,8,1.1101008375000005,1.2330671250000003,30,32,serv1046273922(26;9),serv2124625285(35;8),serv1367424822(60;5)
324,6,0.9728083875000001,0.5146426,16,24,serv1089695890(47;7),serv1850173403(64;5),serv1917967092(141;3)
105,3,0.8863744625000003,0.103213975,2,15,serv1641876704(58;6),serv1782379676(67;5),serv1574082977(86;4)
665,9,1.0184976875,1.0225443874999998,35,57,serv1228560356(11;13),serv673102492(27;9),serv1225283306(39;8)
898,14,1.2320674249999999,1.8876964500000004,86,97,serv947554374(10;13),serv1504650744(20;11),serv322664277(18;11)
2,0,0.8650666374999998,0.0023522000000000013,0,0,serv603260081(null;null),serv1329532593(null;null),
580,8,1.147472275,0.56033205,10,19,serv114367578(57;6),serv2058470102(93;4),serv950831424(97;4)
725,15,1.144286375,1.7685150374999998,82,62,serv130956833(13;13),serv1046273922(26;9),serv1712947443(61;5)
484,11,1.0738413375000004,1.0198822500000002,49,46,serv322664277(18;11),serv1293691178(30;9),serv881399191(68;5)
790,15,1.1899168749999995,1.237616275,53,66,serv1457337543(9;13),serv461528743(16;12),serv1916328586(43;7)
907,14,1.2630347750000006,0.7741262875,20,45,serv744173231(41;8),serv807051364(36;8),serv254870550(73;5)
969,14,1.2816965750000002,1.4750704249999997,42,63,serv813605464(12;13),serv258147600(25;10),serv1430302955(24;10)
881,16,1.1877840000000002,1.1668825124999995,39,62,serv1935170568(8;14),serv461528743(16;12),serv1987399325(49;6)
353,3,1.0304826499999995,0.40028302500000007,21,14,serv466444299(50;6),serv117644628(62;5),serv2127902335(122;3)
388,10,1.0566870749999997,1.1950594124999996,38,42,serv49850901(17;12),serv1985760819(23;10),serv119283134(37;8)
972,19,1.0482141374999998,1.6906127499999997,52,75,serv1070647773(15;12),serv1430302955(24;10),serv1985760819(23;10)
773,11,1.1936696500000001,0.7932262999999999,19,62,serv813605464(12;13),serv883037697(19;11),serv1985760819(23;10)
313,5,1.0078277499999997,0.2921242125,4,17,serv1046273922(26;9),serv117644628(62;5),serv669825442(143;2)
506,4,1.1120520125000002,0.4762340124999998,6,5,serv117644628(62;5),serv534442031(null;null),serv1377870155(null;null)
632,8,1.0299427250000002,0.5862370125,11,37,serv1921244142(22;10),serv534238026(53;6),serv1435218511(54;6)
280,3,0.963389375,0.6749375374999999,18,17,serv1367424822(60;5),serv1574082977(86;4),serv1365786278(139;3)
814,19,1.2086694749999998,1.2369213624999997,42,92,serv813605464(12;13),serv883037697(19;11),serv1293691178(30;9)
76,1,0.8904317374999998,0.06222343749999998,1,6,serv1435218511(54;6),serv2002554117(null;null),serv1009408146(null;null)
397,4,1.0467174625000004,0.4825045250000001,24,14,serv1712947443(61;5),serv1638599654(79;4),serv1365786278(139;3)
245,4,0.8878337249999999,0.386362875,18,25,serv461528743(16;12),serv1780741170(51;6),serv668186898(85;4)
63,2,0.8929869499999998,0.08497988749999996,1,6,serv1643515210(114;3),serv1851811909(134;3),serv181340949(null;null)
235,3,0.9577870749999999,0.343474575,8,13,serv534238026(53;6),serv668186898(85;4),serv1990676375(107;3)
399,8,1.0483051124999998,0.7318473875,29,29,serv1921244142(22;10),serv1709670393(102;4),serv1297992589(104;4)
316,6,0.9888132875000004,0.5818054749999998,18,33,serv813605464(12;13),serv119283134(37;8),serv532599482(76;5)
566,11,1.0184710000000003,0.4482495750000002,8,44,serv1293691178(30;9),serv1154212529(38;8),serv1708031887(52;6)
834,17,1.0441193750000004,1.3351639000000004,51,104,serv2056831558(4;16),serv463167249(6;14),serv1504650744(20;11)
692,7,1.1682349749999998,1.8696976500000004,57,26,serv1499735188(31;9),serv881399191(68;5),serv808689908(70;5)
863,21,1.21952115,1.9573772125000013,78,112,serv1228560356(11;13),serv1504650744(20;11),serv1921244142(22;10)
980,22,1.1599653000000005,1.8600433875000006,58,121,serv947554374(10;13),serv1504650744(20;11),serv1921244142(22;10)
125,1,0.9225966,0.09320693749999999,1,5,serv45549528(63;5),serv709968230(null;null),serv114161443(null;null)
299,7,0.9354849624999998,0.39459511250000007,14,37,serv1919605636(14;12),serv1435218511(54;6),serv254870550(73;5)
512,11,1.0399605,1.23300295,49,39,serv1989037869(56;6),serv466444299(50;6),serv1712947443(61;5)
444,9,1.0429219749999998,1.3908067625,46,50,serv822616296(7;14),serv1499735188(31;9),serv1020263657(34;8)
836,13,1.1953962874999995,1.2457843999999996,64,49,serv1430302955(24;10),serv1506289288(45;7),serv2060108608(77;5)
528,10,1.1052631000000006,1.1297889749999996,59,34,serv1780741170(51;6),serv114367578(57;6),serv1708031887(52;6)
338,3,1.019614925,0.40725377500000004,9,10,serv233363609(55;6),serv810328414(100;4),serv1832967835(null;null)
399,5,1.037613725,0.31072163750000004,5,22,serv1777464120(28;9),serv2060108608(77;5),serv950831424(97;4)
31,1,0.8932328499999999,0.035308074999999994,1,5,serv45549528(63;5),serv2042084852(null;null),serv641970498(null;null)
66,0,0.9036569875000001,0.03609395000000001,0,0,serv1571624153(null;null),serv2069733623(null;null),serv2099023068(null;null)
829,16,1.1919910000000002,1.341893975,36,81,serv130956833(13;13),serv258147600(25;10),serv1046273922(26;9)
447,8,1.0751028875000004,1.0361757874999995,45,35,serv1503012238(32;9),serv119283134(37;8),serv1223644762(75;5)
359,6,1.0278151624999994,0.28653271249999995,5,24,serv1504650744(20;11),serv2124625285(35;8),serv393735016(81;4)
249,3,0.9739148499999999,0.41967698750000004,9,15,serv1228560356(11;13),serv739257675(146;2),serv476683497(null;null)
452,5,1.0768188000000003,0.3326924250000002,5,30,serv1457337543(9;13),serv808689908(70;5),serv1709670393(102;4)
25,1,0.8782703749999999,0.022547975000000005,0,3,serv39813616(117;3),serv1966302524(null;null),serv1171826145(null;null)
830,11,1.1261539374999998,0.5922455125,7,53,serv947554374(10;13),serv1020263657(34;8),serv2124625285(35;8)
836,12,1.26764275,1.3866104750000001,64,57,serv44935345(33;9),serv530960976(40;8),serv324302783(42;7)
94,2,0.9719851125000002,0.4949973250000001,20,15,serv673102492(27;9),serv466444299(50;6),serv1368039005(null;null)
138,3,1.0080469875000002,0.24526958749999989,14,9,serv120921678(105;3),serv1846896353(128;3),serv1643515210(114;3)
732,12,1.2266683625000003,1.8700184125,89,72,serv130956833(13;13),serv1457337543(9;13),serv1430302955(24;10)
570,5,1.17583645,0.39255841249999995,3,28,serv813605464(12;13),serv1070647773(15;12),serv1990676375(107;3)
354,11,1.0318351499999996,0.9866322375,49,73,serv949192880(3;18),serv1919605636(14;12),serv883037697(19;11)
624,12,1.1401113999999999,0.90761815,39,42,serv1089695890(47;7),serv327579833(46;7),serv1850173403(64;5)
605,12,1.1365298375000001,0.8477733624999999,29,53,serv2056831558(4;16),serv1084780296(48;7),serv2060108608(77;5)
149,2,0.9184216125000002,0.1106711875,1,9,serv114367578(57;6),serv1360870722(109;3),serv1528408320(null;null)
764,15,1.181732725,1.4770590000000001,60,85,serv2040036168(2;20),serv1935170568(8;14),serv322664277(18;11)
871,13,1.2209645624999999,0.8404925499999999,14,68,serv2040036168(2;20),serv49850901(17;12),serv1504650744(20;11)
485,9,1.1183012125,0.6525498875,18,36,serv813605464(12;13),serv1225283306(39;8),serv233363609(55;6)
221,5,0.9787794375000001,0.22897065,4,31,serv393528881(5;14),serv673102492(27;9),serv119283134(37;8)
760,11,1.0342085625,0.5275952125,9,55,serv947554374(10;13),serv327579833(46;7),serv737619131(69;5)
840,12,1.0921875625,0.9996382374999999,39,95,serv2040036168(2;20),serv1457337543(9;13),serv947554374(10;13)
100,5,0.799528675,0.17199652499999998,4,25,serv1504650744(20;11),serv2060108608(77;5),serv808689908(70;5)
196,5,0.9803884999999999,0.6636262,24,9,serv253232044(96;4),serv1569167421(112;3),serv739257675(146;2)
752,11,1.175558475,1.4414728749999997,63,75,serv461528743(16;12),serv322664277(18;11),serv183799811(21;11)
870,17,1.2709891125000001,1.5650325375000003,45,94,serv813605464(12;13),serv130956833(13;13),serv1919605636(14;12)
130,3,0.9248096125000004,0.5385376875000001,20,16,serv322664277(18;11),serv253232044(96;4),serv1362509228(151;1)
337,7,1.0530252750000002,0.8203448124999999,36,24,serv744173231(41;8),serv466444299(50;6),serv1501373694(103;4)
269,3,0.9814683874999999,0.19324015000000003,1,7,serv1501373694(103;4),serv39813616(117;3),serv1007973645(null;null)
141,5,0.9704402124999998,0.6634498375,20,13,serv1848534859(90;4),serv1296354045(130;3),serv1569167421(112;3)
522,10,1.0758727375,1.0735365249999995,51,58,serv130956833(13;13),serv322664277(18;11),serv1089695890(47;7)
923,14,1.1172480750000002,1.4563018125,49,78,serv947554374(10;13),serv1293691178(30;9),serv1225283306(39;8)
799,16,1.02991065,1.2035804749999996,37,83,serv1070647773(15;12),serv1089695890(47;7),serv1708031887(52;6)
925,14,1.2157579125,1.2845778625000002,48,66,serv44935345(33;9),serv807051364(36;8),serv327579833(46;7)
900,15,1.2308219750000002,1.6345688374999994,61,43,serv1503012238(32;9),serv1046273922(26;9),serv114367578(57;6)
626,10,1.1580514000000002,1.2907574499999994,42,59,serv2040036168(2;20),serv949192880(3;18),serv185438317(71;5)
980,12,1.2673915625000003,0.7676045249999999,15,72,serv1935170568(8;14),serv1457337543(9;13),serv130956833(13;13)
485,11,1.1041512500000004,0.5715898249999998,12,29,serv530960976(40;8),serv2060108608(77;5),serv1782379676(67;5)
420,14,0.9456310249999997,0.9908392250000002,31,62,serv1919605636(14;12),serv1985760819(23;10),serv324302783(42;7)
816,14,1.2388084250000002,0.8503339750000001,27,52,serv322664277(18;11),serv1084780296(48;7),serv185438317(71;5)
919,18,1.239129175,2.063648825,65,102,serv2056831558(4;16),serv947554374(10;13),serv461528743(16;12)
767,6,1.1767185750000002,0.5214369625000002,5,36,serv883037697(19;11),serv1293691178(30;9),serv1089695890(47;7)
567,5,1.0963893249999996,0.5514207250000004,18,32,serv130956833(13;13),serv2124625285(35;8),serv1225283306(39;8)
579,9,1.1250900625000004,0.5871885749999999,13,46,serv1935170568(8;14),serv603670259(29;9),serv45549528(63;5)
834,17,1.2368678874999999,2.5119678249999993,94,79,serv322664277(18;11),serv1921244142(22;10),serv1084780296(48;7)
963,14,1.227609175,1.6051302875000002,60,65,serv258147600(25;10),serv1503012238(32;9),serv530960976(40;8)
650,10,1.15282345,1.6733783125000001,59,62,serv1935170568(8;14),serv1430302955(24;10),serv44935345(33;9)
376,11,0.9444123125000001,0.8909877125000001,32,34,serv1154212529(38;8),serv1223644762(75;5),serv2060108608(77;5)
386,9,1.0319045749999998,0.6433874125,28,46,serv603670259(29;9),serv1089695890(47;7),serv114367578(57;6)
330,3,1.019957125,0.4919342374999999,19,12,serv2060108608(77;5),serv393735016(81;4),serv1569167421(112;3)
568,13,1.1139658624999997,0.7287950375000001,23,51,serv673102492(27;9),serv1293691178(30;9),serv324302783(42;7)
50,1,0.8884484999999998,0.0684190875,1,3,serv1572444471(120;3),serv1641056386(null;null),serv1713355491(null;null)
583,9,1.1341509875000007,1.28208675,54,31,serv603670259(29;9),serv1570805927(78;4),serv392096510(125;3)
304,7,0.9010536124999998,0.25614795000000007,5,27,serv258147600(25;10),serv395373560(83;4),serv154306361(99;4)
411,8,1.0713715999999995,0.4177739,9,41,serv1499735188(31;9),serv119283134(37;8),serv114367578(57;6)
472,8,1.0641817249999999,0.832051725,42,32,serv1430302955(24;10),serv1916328586(43;7),serv808689908(70;5)
361,5,1.0211865375,0.29085722500000005,2,44,serv949192880(3;18),serv822616296(7;14),serv114367578(57;6)
685,18,1.1397212125,0.953489075,31,89,serv463167249(6;14),serv1504650744(20;11),serv322664277(18;11)
993,20,1.2846473500000006,2.6825479625000015,110,103,serv813605464(12;13),serv1430302955(24;10),serv1985760819(23;10)
998,18,1.2049328375000001,1.4012414750000002,36,63,serv1046273922(26;9),serv1089695890(47;7),serv1916328586(43;7)
66,1,0.9061693749999995,0.1962124375,13,3,serv1846896353(128;3),serv1660514643(null;null),serv974999140(null;null)
393,9,0.9990075000000006,0.4580320999999999,12,42,serv813605464(12;13),serv744173231(41;8),serv1987399325(49;6)
467,7,0.9908820374999998,0.9985797999999999,31,38,serv1504650744(20;11),serv1503012238(32;9),serv45549528(63;5)
510,9,1.100313025,0.8498368375000004,28,63,serv393528881(5;14),serv1228560356(11;13),serv1504650744(20;11)
547,6,1.1287090750000004,0.5847830250000002,11,25,serv1070647773(15;12),serv2058470102(93;4),serv120921678(105;3)
247,3,0.9665966750000001,0.17087935000000004,2,11,serv1782379676(67;5),serv39813616(117;3),serv674740998(115;3)
335,4,1.0259067750000002,1.0946572625000002,35,17,serv1430302955(24;10),serv1016986607(89;4),serv1157489579(136;3)
680,15,1.1501291374999998,1.3325818124999997,57,81,serv393528881(5;14),serv130956833(13;13),serv1919605636(14;12)
617,11,1.13063365,0.7706034749999999,33,50,serv1457337543(9;13),serv44935345(33;9),serv1641876704(58;6)
507,3,1.0870664999999997,0.42373963750000004,10,17,serv883037697(19;11),serv534238026(53;6),serv1484782309(null;null)
499,10,1.061936575,0.4882243625,16,41,serv1504650744(20;11),serv1506289288(45;7),serv532599482(76;5)
873,16,1.1105552375000003,1.0309744875,43,76,serv1020263657(34;8),serv119283134(37;8),serv1225283306(39;8)
886,18,1.2489169750000002,1.7340354874999995,83,99,serv1935170568(8;14),serv1430302955(24;10),serv1777464120(28;9)
80,1,0.886230075,0.18855743749999992,4,16,serv2056831558(4;16),serv1432759687(null;null),serv666548392(null;null)
148,4,0.9215381,0.34651096249999996,25,17,serv397012066(65;5),serv45549528(63;5),serv671463948(91;4)
259,6,0.9836332999999995,0.270533075,6,38,serv813605464(12;13),serv673102492(27;9),serv1506289288(45;7)
409,9,0.9764808124999996,0.6810209624999998,24,51,serv1228560356(11;13),serv1084780296(48;7),serv1708031887(52;6)
361,7,1.0512933,0.8824720374999998,51,24,serv1225283306(39;8),serv532599482(76;5),serv397012066(65;5)
924,8,1.2653708250000004,1.051186375,24,41,serv258147600(25;10),serv673102492(27;9),serv530960976(40;8)
764,17,1.2428657125,1.2314367125000003,48,77,serv947554374(10;13),serv183799811(21;11),serv1046273922(26;9)
994,19,1.2512370000000004,0.8976109624999999,22,67,serv1935170568(8;14),serv1985760819(23;10),serv673102492(27;9)
802,18,1.2995083500000006,2.062488800000001,84,59,serv1070647773(15;12),serv1916328586(43;7),serv1435218511(54;6)
133,2,0.9492125875000001,0.16243320000000006,2,4,serv742534725(98;4),serv982167423(null;null),serv613909457(null;null)
648,11,1.1241546625,0.8251452249999998,27,43,serv1228560356(11;13),serv1921244142(22;10),serv1780741170(51;6)
791,6,1.2019928500000001,0.716724575,14,20,serv1223644762(75;5),serv2058470102(93;4),serv187076861(127;3)
590,6,1.1055356625,0.3735225749999999,6,33,serv947554374(10;13),serv1987399325(49;6),serv1712947443(61;5)
104,4,0.9357094625,0.2090847125000001,10,16,serv1782379676(67;5),serv1574082977(86;4),serv810328414(100;4)
663,13,1.1652787624999996,0.9370351750000001,30,75,serv2056831558(4;16),serv822616296(7;14),serv258147600(25;10)
377,9,1.0592048375000005,0.6550409749999998,16,49,serv463167249(6;14),serv1225283306(39;8),serv1916328586(43;7)
910,20,1.1136342750000001,1.8165991375000003,59,100,serv461528743(16;12),serv1921244142(22;10),serv44935345(33;9)
990,16,1.0913697,1.2206812375,36,100,serv949192880(3;18),serv1457337543(9;13),serv183799811(21;11)
226,6,1.0021239624999998,0.22539972500000002,4,29,serv130956833(13;13),serv119283134(37;8),serv188715367(113;3)
956,19,1.2940502624999994,1.1818984,44,115,serv2040036168(2;20),serv822616296(7;14),serv947554374(10;13)
877,17,1.2605972249999995,2.0926223125,71,84,serv949192880(3;18),serv130956833(13;13),serv603670259(29;9)
224,7,0.9780792,0.4958151749999999,17,31,serv1919605636(14;12),serv603670259(29;9),serv1712947443(61;5)
746,11,1.1967861125000003,1.2897899125,30,58,serv463167249(6;14),serv1070647773(15;12),serv1919605636(14;12)
475,8,1.0977738624999998,1.0764499875,36,32,serv44935345(33;9),serv1989037869(56;6),serv254870550(73;5)
61,1,0.9067841,0.08990867499999997,1,14,serv1935170568(8;14),serv392300515(null;null),serv298086383(null;null)
742,15,1.0803096749999999,0.9439417624999995,25,70,serv393528881(5;14),serv461528743(16;12),serv1506289288(45;7)
261,7,0.9823236250000005,0.4803609,27,22,serv2122986741(66;5),serv1712947443(61;5),serv1638599654(79;4)
872,14,1.3280006125000001,2.34204,94,54,serv463167249(6;14),serv1919605636(14;12),serv466444299(50;6)
70,1,0.9822862249999998,0.23472257500000007,7,4,serv810328414(100;4),serv362192882(null;null),serv160450283(null;null)
998,20,1.2693586999999995,1.5142594625,55,81,serv883037697(19;11),serv744173231(41;8),serv48212395(44;7)
697,9,1.1882063375000003,1.1673529124999993,41,67,serv2056831558(4;16),serv461528743(16;12),serv1777464120(28;9)
968,18,1.3335868124999997,1.9102390749999993,81,88,serv1228560356(11;13),serv1070647773(15;12),serv1430302955(24;10)
397,6,1.0422699,0.7131215375000001,23,30,serv883037697(19;11),serv1154212529(38;8),serv1708031887(52;6)
971,14,1.33241615,0.877377575,27,65,serv1935170568(8;14),serv947554374(10;13),serv1506289288(45;7)
912,11,1.327385787499999,1.02505675,42,58,serv1457337543(9;13),serv49850901(17;12),serv1435218511(54;6)
138,2,0.9591181000000001,0.20330602499999997,6,8,serv185438317(71;5),serv1431941461(137;3),serv1855703142(null;null)
272,3,1.029055375,0.20287857499999995,3,23,serv1504650744(20;11),serv1499735188(31;9),serv2129540841(124;3)
293,4,1.018364025,0.20965676249999995,4,7,serv188715367(113;3),serv51489445(138;3),serv1086418840(150;1)
754,19,1.0904342875,1.1916381374999996,46,98,serv183799811(21;11),serv1504650744(20;11),serv1921244142(22;10)
794,14,1.1772209375,0.9494532124999999,33,102,serv2040036168(2;20),serv393528881(5;14),serv1046273922(26;9)
424,7,1.1198300625000004,1.261297425,52,15,serv397012066(65;5),serv1848534859(90;4),serv1711308937(119;3)
653,11,1.1048728374999999,0.8203661875,16,56,serv130956833(13;13),serv49850901(17;12),serv744173231(41;8)
620,7,1.16847005,0.4760416874999998,6,22,serv324302783(42;7),serv878122141(84;4),serv1088057346(92;4)
953,13,1.203248975,1.2621367875,34,70,serv1228560356(11;13),serv1919605636(14;12),serv327579833(46;7)
44,0,0.9607324874999998,0.03271546249999997,0,0,serv186256543(null;null),serv976841689(null;null),serv539357625(null;null)
809,12,1.2383539249999997,0.8638852374999999,28,35,serv1084780296(48;7),serv324302783(42;7),serv1223644762(75;5)
472,8,1.0643848000000002,0.43570865000000003,7,39,serv463167249(6;14),serv1020263657(34;8),serv881399191(68;5)
141,2,0.9700553500000003,0.3109195125,12,17,serv673102492(27;9),serv810328414(100;4),serv46573851(95;4)
834,13,1.095918925,2.294693487500001,75,68,serv322664277(18;11),serv44935345(33;9),serv1020263657(34;8)
24,0,0.9073240000000004,0.015160274999999992,0,0,serv895735757(null;null),serv1439313787(null;null),serv776123413(null;null)
775,22,1.2944672875,1.3017694875,43,120,serv949192880(3;18),serv130956833(13;13),serv1070647773(15;12)
298,1,1.0670523749999998,0.17630516249999992,1,0,serv1725235325(null;null),serv2064614024(null;null),serv1859184235(null;null)
486,7,1.49465155,0.44560340000000026,6,38,serv1919605636(14;12),serv1985760819(23;10),serv324302783(42;7)
713,16,1.2289937125000001,1.3822163499999998,44,111,serv463167249(6;14),serv1935170568(8;14),serv1070647773(15;12)
814,11,1.272143825,2.1814618500000003,89,62,serv1430302955(24;10),serv1921244142(22;10),serv1293691178(30;9)
570,13,1.1337927874999998,1.3320847249999999,36,41,serv744173231(41;8),serv1641876704(58;6),serv1088057346(92;4)
452,8,1.0604183625000003,0.5359985500000004,12,27,serv2124625285(35;8),serv1850173403(64;5),serv2053554508(72;5)
981,14,1.2749021375000003,1.9910868625000007,64,65,serv1921244142(22;10),serv1293691178(30;9),serv44935345(33;9)
512,5,1.1076846,1.4913693374999997,48,16,serv1225283306(39;8),serv1291438489(80;4),serv602031715(110;3)
832,20,1.1241653625,2.1217455,65,66,serv1293691178(30;9),serv2124625285(35;8),serv119283134(37;8)
55,1,0.905346175,0.048511824999999995,1,4,serv950831424(97;4),serv346011675(null;null),serv1498914870(null;null)
800,12,1.1881688625,0.6127032624999997,10,38,serv530960976(40;8),serv1640238160(88;4),serv742534725(98;4)
226,5,0.9802601500000001,0.19749005,5,22,serv130956833(13;13),serv46573851(95;4),serv669825442(143;2)
583,9,1.1412820500000005,0.5237622875,11,50,serv130956833(13;13),serv1777464120(28;9),serv1046273922(26;9)
185,4,0.9616519750000002,0.1397622,2,19,serv813605464(12;13),serv46573851(95;4),serv669825442(143;2)
457,9,1.0586864749999998,0.40736592499999996,9,45,serv813605464(12;13),serv1070647773(15;12),serv1985760819(23;10)
140,1,0.9474378250000001,0.5728033124999999,22,5,serv397012066(65;5),serv2042903040(null;null),serv712016914(null;null)
22,0,0.8944730624999995,0.015181712499999991,0,0,serv952263795(null;null),serv856615162(null;null),serv1275667422(null;null)
121,1,0.9529278874999999,0.21513074999999993,10,0,serv2146130134(null;null),serv1702910158(null;null),serv653440192(null;null)
261,6,1.0059674,0.9030100499999998,33,28,serv463167249(6;14),serv1780741170(51;6),serv600393209(82;4)
157,4,0.9485230124999999,0.20807437499999998,8,20,serv603670259(29;9),serv1223644762(75;5),serv1102597955(118;3)
920,19,1.0548214999999996,1.5507863875000005,59,109,serv2040036168(2;20),serv130956833(13;13),serv1919605636(14;12)
739,13,1.20029825,2.1216706625,73,52,serv1430302955(24;10),serv119283134(37;8),serv534238026(53;6)
633,8,1.108935575,0.6732375624999999,32,37,serv949192880(3;18),serv807051364(36;8),serv397012066(65;5)
948,14,1.2238298125,1.3987611875000003,53,70,serv393528881(5;14),serv183799811(21;11),serv1430302955(24;10)
888,14,1.1364122625,0.9531684,35,41,serv1089695890(47;7),serv737619131(69;5),serv397012066(65;5)
681,10,1.0970040374999996,0.6736919875,18,51,serv883037697(19;11),serv1503012238(32;9),serv603670259(29;9)
542,8,1.1333492124999998,1.2219589000000004,40,49,serv822616296(7;14),serv463167249(6;14),serv2124625285(35;8)
845,16,1.2280528749999995,1.6746131625000005,53,58,serv603670259(29;9),serv1499735188(31;9),serv1989037869(56;6)
812,14,1.2083006625000006,1.0921929750000001,47,69,serv461528743(16;12),serv1504650744(20;11),serv119283134(37;8)
566,19,1.0489251499999999,1.7021112999999999,69,92,serv461528743(16;12),serv1430302955(24;10),serv603670259(29;9)
534,8,0.9693818250000005,0.6912471625000001,12,43,serv49850901(17;12),serv1921244142(22;10),serv44935345(33;9)
798,10,1.1202148874999993,0.9520511375,24,67,serv1457337543(9;13),serv807051364(36;8),serv233363609(55;6)
409,1,1.0545274249999996,0.213612525,1,3,serv1157489579(136;3),serv1812281174(null;null),serv2012181224(null;null)
405,6,1.0396718999999999,0.4078256250000002,7,19,serv807051364(36;8),serv1850173403(64;5),serv392096510(125;3)
93,1,0.9328388875000002,0.06492832500000001,0,9,serv1499735188(31;9),serv471153758(null;null),serv1624671136(null;null)
568,7,1.1288000125000002,0.4578664125000002,6,20,serv1777464120(28;9),serv603670259(29;9),serv598754665(145;2)
